Value
1.2256
1.2299
1.2415
1.2314
1.2167
1.2165
1.2118
1.2211
1.2198
1.2388
1.2309
1.2319
1.2485
1.2531
1.262
1.2579
1.2531
1.2478
1.2585
1.2643
1.2541
1.2504
1.245
1.2486
1.2543
1.2516
1.2502
1.251
1.2465
1.2465
1.2477
1.2428
1.2465
1.2456
1.2548
1.2499
1.2473
1.2427
1.2318
1.2267
1.2249
1.2243
1.2209
1.2152
1.2166
1.2158
1.2234
1.2168
1.2222
1.237
1.2372
1.2365
1.2479
1.2476
1.2526
1.2491
1.2583
1.2503
1.2411
1.2489
1.2537
1.2479
1.2437
1.2488
1.2486
1.2398
1.2418
1.2484
1.25
1.2522
1.2531
1.2587
1.2769
1.2789
1.283
1.2783
1.2783
1.2836
1.2838
1.2889
1.2938
1.2917
1.2921
1.2916
1.291
1.295
1.2942
1.2939
1.2939
1.2885
1.288
1.2917
1.2912
1.2944
1.3009
1.3018
1.3006
1.2984
1.2935
1.2954
1.2795
1.2858
1.2905
1.2894
1.2885
1.2917
1.2901
1.2941
1.2939
1.2737
1.2658
1.2739
1.2808
1.2768
1.2778
1.2743
1.2628
1.2667
1.2659
1.2727
1.2732
1.2791
1.2936
1.2984
1.2995
1.2951
1.2934
1.2967
1.288
1.2884
1.2851
1.2889
1.2921
1.3079
1.3058
1.3026
1.3036
1.2976
1.2968
1.3028
1.3046
1.3048
1.3065
1.3124
1.3196
1.3206
1.3236
1.3144
1.3036
1.3021
1.2968
1.2997
1.2978
1.2988
1.2975
1.2862
1.286
1.2888
1.2847
1.2903
1.2834
1.2787
1.2802
1.2873
1.2927
1.2937
1.2934
1.2888
1.2972
1.3013
1.3073
1.3094
1.3211
1.3173
1.328
1.3218
1.3398
1.3578
1.3485
1.3517
1.3564
1.3576
1.3531
1.3457
1.3422
1.3401
1.3435
1.3402
1.3268
1.3251
1.3268
1.3132
1.3063
1.3215
1.321
1.3174
1.3304
1.3285
1.3182
1.3183
1.3181
1.3179
1.3201
1.3124
1.3252
1.3181
1.3108
1.3195
1.3281
1.3257
1.3068
1.3067
1.3145
1.3152
1.3108
1.3133
1.3101
1.3128
1.3165
1.3197
1.3222
1.3241
1.3232
1.3291
1.3336
1.3333
1.3231
1.3436
1.3506
1.3505
1.3465
1.345
1.3382
1.3432
1.3367
1.3363
1.3323
1.3365
1.344
1.3316
1.3398
1.3356
1.3408
1.3372
1.3379
1.3369
1.3403
1.345
1.3529
