Value
1.0416
1.0476
1.0598
1.056
1.0576
1.0572
1.0501
1.0666
1.0625
1.0695
1.0682
1.063
1.074
1.0749
1.0743
1.067
1.069
1.0681
1.0794
1.0758
1.0802
1.0792
1.0731
1.069
1.0708
1.0658
1.065
1.0603
1.0577
1.0597
1.066
1.0614
1.0551
1.0555
1.0586
1.058
1.0624
1.0618
1.0564
1.0514
1.0552
1.0586
1.0582
1.0547
1.0586
1.0667
1.067
1.0645
1.063
1.0738
1.0742
1.0754
1.081
1.08
1.0787
1.0806
1.0882
1.0852
1.0756
1.0726
1.0698
1.0655
1.0664
1.0661
1.0651
1.0616
1.0606
1.0614
1.0611
1.063
1.0625
1.066
1.0706
1.0707
1.0758
1.0694
1.0846
1.0941
1.0872
1.0864
1.0895
1.0912
1.091
1.092
1.0967
1.0996
1.0928
1.0875
1.0873
1.0869
1.0926
1.0979
1.1072
1.1134
1.113
1.119
1.1236
1.1198
1.1175
1.1218
1.117
1.1183
1.1236
1.1214
1.127
1.125
1.1266
1.1236
1.1217
1.119
1.1204
1.1194
1.1277
1.1152
1.1194
1.116
1.1124
1.1143
1.1148
1.1196
1.1196
1.13
1.1364
1.142
1.1411
1.1367
1.1336
1.1409
1.1396
1.1396
1.143
1.1411
1.1385
1.1452
1.147
1.1578
1.1518
1.1634
1.1655
1.1642
1.1656
1.1632
1.1656
1.1754
1.1826
1.1799
1.1861
1.188
1.1754
1.1788
1.1724
1.1748
1.1751
1.1811
1.1786
1.1736
1.1703
1.1736
1.1748
1.1814
1.1762
1.1802
1.1801
1.1874
1.1973
1.2025
1.1927
1.1894
1.1878
1.1911
1.1943
1.2028
1.2041
1.1964
1.1968
1.1898
1.1886
1.1959
1.1938
1.198
1.1998
1.1946
1.1969
1.1852
1.1772
1.1747
1.1776
1.1813
1.1745
1.1759
1.176
1.1706
1.1732
1.1804
1.1847
1.184
1.1837
1.181
1.1754
1.1775
1.1842
1.177
1.1762
1.1766
1.1802
1.17
1.158
1.1626
1.1648
1.1618
1.1672
1.1616
1.16
1.1577
1.1591
1.1648
1.1656
1.1764
1.1794
1.1772
1.1799
1.1741
1.1741
1.1789
1.1936
1.1911
1.1878
1.1858
1.1898
1.191
1.1848
1.182
1.1788
1.179
1.1761
1.1802
1.1725
1.1762
1.1778
1.1778
1.1804
1.1822
1.1881
1.1872
1.1839
1.1867
1.1902
1.1952
1.2022
